MATERIA;CLASSE;ERA;SETTORE;TIPO;INCLUDERE;DOMANDA;CORRETTA;OPZIONE_1;OPZIONE_2;OPZIONE_3;OPZIONE_4
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Quanti sono i livelli del modello TCP/IP;2;3;4;5;6
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Qual è il livello 1 del modello TCP/IP?;1;Il livello fisico/collegamento;Il livello di rete;Il livello di trasporto;Il livello applicativo
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Qual è il livello 2 del modello TCP/IP?;2;Il livello fisico/collegamento;Il livello di rete;Il livello di trasporto;Il livello applicativo
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Qual è il livello 3 del modello TCP/IP?;3;Il livello fisico/collegamento;Il livello di rete;Il livello di trasporto;Il livello applicativo
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Qual è il livello 4 del modello TCP/IP?;4;Il livello fisico/collegamento;Il livello di rete;Il livello di trasporto;Il livello applicativo
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Cosa si intende per interfaccia?;1;L'insieme di regole che permettono di far comunicare due livelli adiacenti;L'insieme di regole che permettono di far comunicare due livelli uguali;Rappresenta lo stesso concetto di protocollo;Definisce le procedure di trasmissione dei dati nel mezzo trasmissivo
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Cosa si intende per peer levels?;1;"Due livelli dello stesso ""livello""";Due livelli adiacenti;I livelli più bassi;I livelli più alti
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Quale di questi è un vantaggio nell'utilizzo di un modello basato su livelli?;1;Indipendenza dei vari livelli;Maggiori velocità di trasmissione dati;Maggiore sicurezza;Si possono utilizzare software meno complessi
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Cosa si intende per incapsulamento?;1;Il messaggio di un livello viene racchiuso dal messaggio del livello sottostante, il quale aggiungerà un header;Il messaggio di un livello viene racchiuso dal livello superiore, il quale aggiungerà un header;I messaggi sono protetti da algoritmi di cifratura;I livelli sono indipendenti e modulari
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Cosa si intende per indipendenza dei vari livelli?;1;Ogni livello svolge il proprio compito e non è vincolato da quello degli altri;Ogni livello svolge il proprio compito in funzione degli altri livelli;Ogni livello può svolgere da solo qualsiasi compito;Ogni livello non comunica con gli altri
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Cosa si intende per progettazione modulare?;1;Se necessario, bisogna cambiare il funzionamento di un solo livello, e non di tutti i livelli;Tutti i livelli devono essere riprogettati per consentire nuove modifiche;Nel caso di una nuova applicazione, solo il livello più basso deve essere modificato;Tutti i livelli possono svolgere tutti i compiti
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Cosa è l'header di un messaggio?;1;Delle informazioni aggiuntive sul contenuto del messaggio;Il contenuto del messaggio vero e proprio;Una parola chiave;Nessuna delle precedenti
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Cosa è il payload di un messaggio?;2;Delle informazioni aggiuntive sul contenuto del messaggio;Il contenuto del messaggio vero e proprio;Una parola chiave;Nessuna delle precedenti
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;In un messaggio, in quale parte è presente l'informazione relativa alla sua dimensione espressa in byte?;1;Nell'header;Nel payload;Sia nell'header che nel payload;Da nessuna parte
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Cosa è l'ISO?;1;Un'organizzazione;Uno standard;Un protocollo;Un tipo di messaggio
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Cosa è l'OSI?;2;Un'organizzazione;Uno standard;Un protocollo;Un tipo di messaggio
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Quale livello nel modello ISO/OSI affronta il proprio sottoproblema in maniera più astratta?;1;Il più in alto;Il più in basso;Nessuno, sono tutti uguali;Non si può dire
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Quale livello nel modello ISO/OSI si occupa di definire la modalità di trasmissione dei bit nel mezzo trasmissivo?;1;Livello fisico;Livello di collegamento;Livello di rete;Livello di trasporto
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Quale livello nel modello ISO/OSI  si occupa di far transitare i singoli bit nel mezzo trasmissivo?;1;Livello fisico;Livello di collegamento;Livello di rete;Livello di trasporto
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Quale livello nel modello ISO/OSI si occupa di suddividere la sequenza di bit in frame?;2;Livello fisico;Livello di collegamento;Livello di rete;Livello di trasporto
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Quale livello nel modello ISO/OSI si occupa di gestire la comunicazione diretta tra due dispositivi?;2;Livello fisico;Livello di collegamento;Livello di rete;Livello di trasporto
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Quale livello nel modello ISO/OSI fa riferimento agli indirizzi MAC?;2;Livello fisico;Livello di collegamento;Livello di rete;Livello di trasporto
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Quale livello nel modello ISO/OSI si occupa di suddividere i messaggi in datagrammi/pacchetti?;3;Livello fisico;Livello di collegamento;Livello di rete;Livello di trasporto
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Quale livello nel modello ISO/OSI si occupa dell'instradamento (routing) di un messaggio dalla sorgente alla destinazione?;3;Livello fisico;Livello di collegamento;Livello di rete;Livello di trasporto
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Quale livello nel modello ISO/OSI fa uso degli indirizzi IP?;3;Livello fisico;Livello di collegamento;Livello di rete;Livello di trasporto
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Quale livello nel modello ISO/OSI si occupa di instaurare un collegamento virtuale end-to-end tra sorgente e destinatario?;4;Livello fisico;Livello di collegamento;Livello di rete;Livello di trasporto
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Quale livello nel modello ISO/OSI distingue le diverse applicazioni in esecuzione in un host attraverso le porte?;4;Livello fisico;Livello di collegamento;Livello di rete;Livello di trasporto
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Quale livello nel modello ISO/OSI fornisce un controllo di flusso?;4;Livello fisico;Livello di collegamento;Livello di rete;Livello di trasporto
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Quale livello nel modello ISO/OSI fornisce un controllo di congestione?;4;Livello fisico;Livello di collegamento;Livello di rete;Livello di trasporto
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Quale livello nel modello ISO/OSI fornisce un controllo di errore?;4;Livello fisico;Livello di collegamento;Livello di rete;Livello di trasporto
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Quale livello nel modello ISO/OSI divide i messaggi in segmenti?;4;Livello fisico;Livello di collegamento;Livello di rete;Livello di trasporto
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Quale livello nel modello ISO/OSI si occupa di codificare, decifrare i dati da fornire al livello applicativo?;3;Livello 4: livello di trasporto;Livello 5: livello di sessione;Livello 6: livello di presentazione;Livello 7: livello applicativo
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Qual è la differenza tra modello ISO/OSI e modello TCP/IP?;1;Il primo è composto da 7 livelli, il secondo da 4;Il primo è composto da 7 livelli, il secondo da 5;Entrambi hanno gli stessi livelli;Il primo è composto da 4 livelli, il secondo da 7
SISTEMI E RETI;4F;2;TEORIA;QUIZ;SI;Il cavo coassiale in quale categoria di mezzi trasmessivi rientra?;1;Mezzi elettrici;Mezzi ottici;Mezzi elettromagnetici;Nessuna delle precedenti
SISTEMI E RETI;4F;2;TEORIA;QUIZ;SI;Il doppino in rame in quale categoria di mezzi trasmissivi rientra?;1;Mezzi elettrici;Mezzi ottici;Mezzi elettromagnetici;Nessuna delle precedenti
SISTEMI E RETI;4F;2;TEORIA;QUIZ;SI;Quale differenza c'è tra cavo coassiale thicknet e thinnet?;1;I primi sono più spessi, i secondi più sottili;I primi sono più sottili, i secondi più spessi;Hanno le stesse caratteristiche;I primi sono di tipo elettrico, i secondi di tipo ottico
SISTEMI E RETI;4F;2;TEORIA;QUIZ;SI;Cosa si trova nella parte più interna di una cavo coassiale?;1;Il cavo conduttore;La guaina di plastica;La maglia metallica;Il materiale isolante
SISTEMI E RETI;4F;2;TEORIA;QUIZ;SI;Cosa si trova nella parte più esterna di un cavo coassiale?;2;Il cavo conduttore;La guaina di plastica;La maglia metallica;Il materiale isolante
SISTEMI E RETI;4F;2;TEORIA;QUIZ;SI;"Cosa permette al cavo coassiale di ""proteggersi"" dai disturbi elettromagnetici esterni?";3;Il cavo conduttore;La guaina di plastica;La maglia metallica;Il materiale isolante
SISTEMI E RETI;4F;2;TEORIA;QUIZ;SI;Perché i doppini in rame sono attorcigliati fra di loro?;1;Per ridurre i disturbi elettromagnetici generati dalla corrente;Per ottenere una maggiore velocità di trasmissione;Per coprire maggiori distanze;Per ridurre l'impedenza del conduttore
SISTEMI E RETI;4F;2;TEORIA;QUIZ;SI;Per cosa di differenziano i doppini in rame STP, FTP e UTP?;1;Per il numero di maglie metalliche presenti all'interno;Per il numero di cavi presenti all'interno;Per la velocità di trasmissione dei dati;Per la distanza ricopribile
SISTEMI E RETI;4F;2;TEORIA;QUIZ;SI;"Quale delle seguenti tipologie è il doppino in rame più ""economico""?";1;UTP;STP;FTP;Nessuna, hanno tutte lo stesso peso economico
SISTEMI E RETI;4F;2;TEORIA;QUIZ;SI;"Quale delle seguenti tipologie è il doppino in rame più ""costoso""?";2;UTP;STP;FTP;Nessuna, hanno tutte lo stesso peso economico
SISTEMI E RETI;4F;2;TEORIA;QUIZ;SI;Quale delle seguenti tipologie possiede un'unica maglia metallica che avvolge i doppini?;3;UTP;STP;FTP;Tutte e tre
SISTEMI E RETI;4F;2;TEORIA;QUIZ;SI;Quale delle seguenti tipologie non presente alcuna maglia metallica al proprio interno?;1;UTP;STP;FTP;Tutte e tre
SISTEMI E RETI;4F;2;TEORIA;QUIZ;SI;Quale delle seguenti tipologie presenta una maglia metallica per ogni doppino?;2;UTP;STP;FTP;Tutte e tre
SISTEMI E RETI;4F;2;TEORIA;QUIZ;SI;Che differenza c'è tra un doppino in rame Categoria 1 e Categoria 7?;1;La Categoria 1 supporta frequenze basse del segnale, la Categoria 7 supporta frequenze più alte del segnale;La Categoria 1 supporta frequenze più alte del segnale, la Categoria 7 supporta frequenze basse del segnale;La Categoria 7 risulta essere 7 volte più  veloce della Categoria 1;Nessuna differenza, hanno le stesse caratteristiche
SISTEMI E RETI;4F;2;TEORIA;QUIZ;SI;Quale dei seguenti doppini in rame è SUFFICIENTE per essere utilizzato nella telefonia analogica?;1;Categoria 1;Categoria 3;Categoria 5;Categoria 7
SISTEMI E RETI;4F;2;TEORIA;QUIZ;SI;Che differenza c'è tra un doppino in rame Categoria 4 e Categoria 1?;2;La Categoria 4 supporta frequenze basse del segnale, la Categoria 1 supporta frequenze più alte del segnale;La Categoria 4 supporta frequenze più alte del segnale, la Categoria 1 supporta frequenze basse del segnale;La Categoria 4 risulta essere 4 volte più  veloce della Categoria 1;Nessuna differenza, hanno le stesse caratteristiche
SISTEMI E RETI;4F;2;TEORIA;QUIZ;SI;Quale caratteristica principale aumenta all'aumentare della categoria del doppino in rame?;1;La larghezza di banda supportata;La distanza ricopribile;Il numero di maglie metalliche;L'impedenza del conduttore
SISTEMI E RETI;4F;2;TEORIA;QUIZ;SI;Con quale tipo di cavo è possibile collegare un computer ad un router per permettere al computer di accedere alla rete internet?;1;Con un cavo dritto;Con un cavo incrociato;Con un cavo rollover;Con tutte e 3
SISTEMI E RETI;4F;2;TEORIA;QUIZ;SI;Con quale tipo di cavo è possibile collegare due router fra di loro?;2;Con un cavo dritto;Con un cavo incrociato;Con un cavo rollover;Con tutte e 3
SISTEMI E RETI;4F;2;TEORIA;QUIZ;SI;Con quale tipo di cavo è possibile collegare un computer ad un router per permettere al computer di accedere alla console e alla configurazione del router?;3;Con un cavo dritto;Con un cavo incrociato;Con un cavo rollover;Con tutte e 3
SISTEMI E RETI;4F;2;TEORIA;QUIZ;SI;Come termina un doppino in rame?;1;Con un connettore RJ45;Con un connettore USB;Con un connettore coassiale;Con un connettore VGA
SISTEMI E RETI;4F;2;TEORIA;QUIZ;SI;"Perché vengono chiamati ""doppini"" in rame?";1;Perché sono presenti due fili conduttori;Perché si usano due cavi per collegare due dispositivi;"Perché il connettore finale presenta 2 ""buchi""";Per tutti e 3 i motivi
SISTEMI E RETI;4F;2;TEORIA;QUIZ;SI;Quando la luce colpisce un materiale si ha:;1;incidenza;riflessione ;rifrazione;Nessuna delle precedenti
SISTEMI E RETI;4F;2;TEORIA;QUIZ;SI;Quando una parte di luce ritorna indietro dopo aver colpito un materiale, si ha:;2;incidenza;riflessione ;rifrazione;Nessuna delle precedenti
SISTEMI E RETI;4F;2;TEORIA;QUIZ;SI;"Quando una parte di luce ""attraversa"" il materiale si ha";3;incidenza;riflessione ;rifrazione;Nessuna delle precedenti
SISTEMI E RETI;4F;2;TEORIA;QUIZ;SI;Cosa mette in relazione la legge di Snell?;1;Gli angoli con gli indici di rifrazione dei due materiali;I due indici di rifrazione tra di loro;L'angolo di incidenza con l'angolo di riflessione;L'angolo  di riflessione con quello di rifrazione
SISTEMI E RETI;4F;2;TEORIA;QUIZ;SI;Come si ottiene l'indice di rifrazione di un materiale?;1;Dividendo la velocita della luce nel vuoto con la velocità della luce nel materiale;Dividendo la velocita della luce nel materiale con la velocità della luce nel vuoto;Dividendo angolo di riflessione con angolo di rifrazione;Dividendo angolo di rifrazione con angolo di riflessione
SISTEMI E RETI;4F;2;TEORIA;QUIZ;SI;Dove viaggia più veloce la luce?;1;Nel vuoto;Nei materiali solidi;Nei materiali liquidi;Nei materiali gassosi
SISTEMI E RETI;4F;2;TEORIA;QUIZ;SI;Quali angoli sono sempre uguali?;1;incidenza/riflessione;incidenza/rifrazione;riflessione/rifrazione;Tutti e 3 gli angoli sono uguali
SISTEMI E RETI;4F;2;TEORIA;QUIZ;SI;Cosa succede se l'angolo viene totalmente riflesso?;1;La luce non viene rifratta;Una parte di luce viene rifratta;L'angolo di incidenza si riduce;Non succede nulla di rilevante
SISTEMI E RETI;4F;2;TEORIA;QUIZ;SI;Come viene generato il fascio di luce all'interno di un cavo ottico?;1;Attraverso un LED/laser;Attraverso un diodo;Attraverso un conduttore;Attraverso un materiale isolante
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Quante classi di indirizzi esistono in tutto?;4;2;3;4;5
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Quali sono le classi utilizzate realmente nel quotidiano?;1;A, B, C;A, B, D;A, C, E;A, D, E
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Da quanti bit è composto un indirizzo IP?;3;8;16;32;64
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;A cosa viene assegnato un indirizzo IP?;2;Un host;Un'interfaccia di rete;Un protocollo;Un livello
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;In quante parti si può dividere un indirizzo IP?;4;1;2;3;4
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Che cosa identifica il NetID in un indirizzo IP?;1;La rete in cui si trova l'host;Il numero di reti a disposizione;L'host della rete;Il numero di host a disposizione
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Che cosa identifica l'HostID in un indirizzo IP?;3;La rete in cui si trova l'host;Il numero di reti a disposizione;L'host della rete;Il numero di host a disposizione
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;"Da quanti ""ottetti"" è composto un indirizzo IP?";4;1;2;3;4
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;"Che cosa si intende per ""ottetto"" di un indirizzo IP?";1;Una parte di indirizzo IP;La parte finale di un indirizzo IP;La parte iniziale di un indirizzo IP;Il range di valori che può assumere un indirizzo IP
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Da cosa sono separati gli ottetti di un indirizzo IP?;2;Dal trattino;Dal punto;Dalla virgola;Dal punto e virgola
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;A quale livello della pila ISO/OSI vengono utilizzati gli indirizzi IP?;3;Livello fisico;Livello di collegamento;Livello di rete;Livello di trasporto
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Quanti indirizzi IP diversi è possibile avere all'incirca?;4;10 mila;6 milioni;100 milioni;4 miliardi
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Da quale autorità sono assegnati gli indirizzi IP a livello globale?;3;ISO;IEEE;ICANN;IETS
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Che range di valori può assumere un ottetto di un indirizzo IP?;3;0-127;0-128;0-255;0-256
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Quanti sono gli enti che distribuiscono gli indirizzi IP a livello locale?;4;2;3;4;5
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Considera una rete dove è presente 1 router a cui sono collegati 2 PC. Quante interfacce di rete sono presenti in questa rete?;3;2;3;4;5
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Considera una rete dove è presente 1 router a cui sono collegati 3 PC. Quante interfacce di rete sono presenti in questa rete?;4;2;3;4;5
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Cosa si intende per forwarding?;1;L'attività di inoltro dei pacchetti svolto da un router verso un altro router;La determinazione del percorso che devono seguire i pacchetti per arrivare dalla sorgente alla destinazione;L'attività di assegnazione degli indirizzi IP;La determinazione della classe di un indirizzo IP
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Cosa si intende per routing?;2;L'attività di inoltro dei pacchetti svolto da un router verso un altro router;La determinazione del percorso che devono seguire i pacchetti per arrivare dalla sorgente alla destinazione;L'attività di assegnazione degli indirizzi IP;La determinazione della classe di un indirizzo IP
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Come si chiama l'attività di inoltro dei pacchetti svolto da un router verso un altro router?;1;Forwarding;Routing;Scheduling;Subnet
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Come si chiama l'attività di determinare il percorso che devono seguire i pacchetti per arrivare dalla sorgente alla destinazione?;2;Forwarding;Routing;Scheduling;Subnet
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Cosa è l'IP?;1;Un protocollo;Una interfaccia;Un livello ISO/OSI;Un tipo di messaggio
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Quante versioni esistono di IP?;2;1;2;3;4
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;In un pacchetto, dove si trovano l'indirizzo IP sorgente e destinazione?;1;Nell'header;Nel payload;Sia nell''header che nel payload;Non si trovano nel pacchetto
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Da quanti bit è composto 1 ottetto?;1;8;16;24;32
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Da quanti byte è composto 1 ottetto?;1;1;2;3;4
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Da quanti bit sono composti 2 ottetti?;2;8;16;24;32
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Da quanti byte sono composti 2 ottetti?;2;1;2;3;4
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Da quanti bit sono composti 3 ottetti?;3;8;16;24;32
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Da quanti byte sono composti 3 ottetti?;3;1;2;3;4
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Da quanti bit sono composti 4 ottetti?;4;8;16;24;32
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Da quanti byte sono composti 4 ottetti?;4;1;2;3;4
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Qual è l'intervallo di indirizzi IP della classe A?;1;Da 0.0.0.0 a 127.255.255.255;Da 128.0.0.0 a 191.255.255.255;Da 192.0.0.0 a 223.255.255.255;Da 224.0.0.0 a 239.255.255.255
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Qual è l'intervallo di indirizzi IP della classe B?;2;Da 0.0.0.0 a 127.255.255.255;Da 128.0.0.0 a 191.255.255.255;Da 192.0.0.0 a 223.255.255.255;Da 224.0.0.0 a 239.255.255.255
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Qual è l'intervallo di indirizzi IP della classe C?;3;Da 0.0.0.0 a 127.255.255.255;Da 128.0.0.0 a 191.255.255.255;Da 192.0.0.0 a 223.255.255.255;Da 224.0.0.0 a 239.255.255.255
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Da quanti bit è formato il NetID di un indirizzo IP di classe A?;1;8;16;24;32
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Da quanti bit è formato il NetID di un indirizzo IP di classe B?;2;8;16;24;32
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Da quanti bit è formato il NetID di un indirizzo IP di classe C?;3;8;16;24;32
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Da quanti bit è formato l'HostID di un indirizzo IP di classe A?;3;8;16;24;32
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Da quanti bit è formato l'HostID di un indirizzo IP di classe B?;2;8;16;24;32
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Da quanti bit è formato l'HostID di un indirizzo IP di classe C?;1;8;16;24;32
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Da quanti ottetti è formato il NetID di un indirizzo IP di classe A?;1;1;2;3;4
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Da quanti ottetti è formato il NetID di un indirizzo IP di classe B?;2;1;2;3;4
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Da quanti ottetti è formato il NetID di un indirizzo IP di classe C?;3;1;2;3;4
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Da quanti ottetti è formato l'HostID di un indirizzo IP di classe A?;3;1;2;3;4
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Da quanti ottetti è formato l'HostID di un indirizzo IP di classe B?;2;1;2;3;4
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Da quanti ottetti è formato l'HostID di un indirizzo IP di classe C?;1;1;2;3;4
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Quale dei seguenti è un indirizzo IP NON valido?;1;192.256.1.34;123.67.34.191;199.199.255.255;122.45.211.231
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Quale dei seguenti è un indirizzo IP NON valido?;1;299.11.34.56;159.67.0.1;199.199.199.100;188.134.54.23
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Quale dei seguenti è un indirizzo IP NON valido?;1;257.56.78.9;45.0.0.0;0.0.0.0;1.1.1.1
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Quale dei seguenti è un indirizzo IP NON valido?;1;333.123.45.12;45.56.78.90;100.100.100.100;254.254.254.254
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Quale dei seguenti è un indirizzo IP NON valido?;1;289.0.0.0;111.111.111.111;222.222.222.222;244.244.244.244
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Quale dei seguenti è un indirizzo IP valido?;1;0.0.0.0;192.256.1.34;299.11.34.56;257.56.78.9
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Quale dei seguenti è un indirizzo IP valido?;1;1.1.1.1;333.123.45.12;289.0.0.0;277.277.277.277
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Quale dei seguenti è un indirizzo IP valido?;1;100.100.100.100;255.256.255.255;254.257.255.259;298.1.1.1
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Quale dei seguenti è un indirizzo IP valido?;1;111.111.111.111;345.12.12.11;290.3.5.78;78.78.9.257
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Quale dei seguenti è un indirizzo IP valido?;1;254.254.254.254;999.999.999.999;267.0.0.1;265.0.1.1
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Di che classe è l'indirizzo 0.0.0.0?;1;A;B;C;L'indirizzo IP non è valido
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Di che classe è l'indirizzo 100.100.100.100?;1;A;B;C;L'indirizzo IP non è valido
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Di che classe è l'indirizzo 223.123.123.123?;3;A;B;C;L'indirizzo IP non è valido
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Di che classe è l'indirizzo 190.0.0.0?;2;A;B;C;L'indirizzo IP non è valido
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Di che classe è l'indirizzo 123.67.34.191?;1;A;B;C;L'indirizzo IP non è valido
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Di che classe è l'indirizzo 222.45.56.78?;3;A;B;C;L'indirizzo IP non è valido
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Di che classe è l'indirizzo 192.168.1.1?;3;A;B;C;L'indirizzo IP non è valido
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Di che classe è l'indirizzo 150.160.170.180?;2;A;B;C;L'indirizzo IP non è valido
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Di che classe è l'indirizzo 192.256.1.43?;4;A;B;C;L'indirizzo IP non è valido
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Di che classe è l'indirizzo 299.11.34.57?;4;A;B;C;L'indirizzo IP non è valido
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Di che classe è l'indirizzo 289.0.0.0?;4;A;B;C;L'indirizzo IP non è valido
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Di che classe è l'indirizzo 257.23.1.1?;4;A;B;C;L'indirizzo IP non è valido
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Di che classe è l'indirizzo 256.256.256.256?;4;A;B;C;L'indirizzo IP non è valido
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Di che classe è l'indirizzo 333.124.111.0?;4;A;B;C;L'indirizzo IP non è valido
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Di che classe è l'indirizzo 298.1.1.1?;4;A;B;C;L'indirizzo IP non è valido
SISTEMI E RETI;4F;2;PRATICA;QUIZ;SI;Di che classe è l'indirizzo 192.256.1.1?;4;A;B;C;L'indirizzo IP non è valido
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
TPSIT;3H;2;TEORIA;QUIZ;SI;Su cosa si basa la rappresentazione delle immaginari scalari o raster?;1;Su una matrice di numeri detti pixel;Su una descrizione matematica di forme e linee;Su una sequenza di bit arbitraria;Sun una descrizione alfanumerica dei colori presenti dentro l'immagine
TPSIT;3H;2;TEORIA;QUIZ;SI;Su cosa si basa la rappresentazione delle immagini vettoriali?;2;Su una matrice di numeri detti pixel;Su una descrizione matematica di forme e linee;Su una sequenza di bit arbitraria;Sun una descrizione alfanumerica dei colori presenti dentro l'immagine
TPSIT;3H;2;TEORIA;QUIZ;SI;Come si chiama il processo completo che trasforma una fotografia o un dipinto in un file all'interno di un computer?;1;Digitalizzazione;Campionamento;Quantizzazione;Rasterizzazione
TPSIT;3H;2;TEORIA;QUIZ;SI;Quante sono le dimensioni coinvolte in un'immagine?;2;1;2;3;4
TPSIT;3H;2;TEORIA;QUIZ;SI;Come si chiama il processo che prevede la sovrapposizione di una griglia di pixel sull'immagine?;2;Digitalizzazione;Campionamento;Quantizzazione;Rasterizzazione
TPSIT;3H;2;TEORIA;QUIZ;SI;Come si chiama il processo che prevede la codifica di ogni singolo pixel in funzione del colore che assume?;3;Digitalizzazione;Campionamento;Quantizzazione;Rasterizzazione
